iter	Logloss
111	0.4935143663
112	0.49309375
113	0.4926784722
114	0.4922920139
115	0.491877474
116	0.4914759115
117	0.4910728733
118	0.4906888455
119	0.4903581597
120	0.490040625
121	0.4896796875
122	0.4893108941
123	0.4889476562
124	0.4886213108
125	0.4883395399
126	0.4880195313
127	0.4877303385
128	0.4874394965
129	0.4871456597
130	0.4868444444
131	0.4865384115
132	0.4862466146
133	0.4859832031
134	0.4856746094
135	0.485400217
136	0.4850994358
137	0.4848072049
138	0.4845317274
139	0.4842689236
140	0.4840035156
141	0.4837453125
142	0.4834988715
143	0.4832708333
144	0.4830470486
145	0.4828214844
146	0.4825865017
147	0.482386849
148	0.4821508681
149	0.4819365451
150	0.4817050781
151	0.4814790799
152	0.4813435764
153	0.481125651
154	0.4809503038
155	0.4807731337
156	0.4805878038
157	0.4804088108
158	0.4802322483
159	0.4800396267
160	0.4798559028
161	0.4796760417
162	0.4795054253
163	0.4793505208
164	0.4791935764
165	0.4790142795
166	0.4788538194
167	0.4786703559
168	0.4784993056
169	0.4783599826
170	0.4781924479
171	0.4780381944
172	0.4778800347
173	0.4777417969
174	0.4775994792
175	0.4774411892
176	0.4773090712
177	0.477194401
178	0.4770389757
179	0.4769131944
180	0.4768066406
181	0.4766642795
182	0.4765176215
183	0.4763809896
184	0.4762739583
185	0.476164974
186	0.4760302951
187	0.4759061198
188	0.4757953125
189	0.475681684
190	0.4755602431
191	0.4754519965
192	0.4753313368
193	0.475222309
194	0.4751045573
195	0.474987066
196	0.4748949653
197	0.4747942274
198	0.4746823785
199	0.4745878906
200	0.4744648437
201	0.4743764323
202	0.4742878906
203	0.4741746094
204	0.474087934
205	0.4740315972
206	0.4739251736
207	0.4738261285
208	0.4737360243
209	0.4736424479
210	0.4735461806
211	0.4734570747
212	0.4733609809
213	0.4732756076
214	0.4731695312
215	0.4730911024
216	0.4730124132
217	0.4729072917
218	0.472841276
219	0.4727280382
220	0.472631033
221	0.4725492187
222	0.4724872396
223	0.4724065538
224	0.4723196615
225	0.4722360677
226	0.4721668837
227	0.4720913628
228	0.4720216146
229	0.4719554687
230	0.4718874132
231	0.4718218316
232	0.4717634549
233	0.4717068142
234	0.4716072049
235	0.4715447049
236	0.4714659722
237	0.4713964844
238	0.4713124566
239	0.4712431858
240	0.4711603299
241	0.4711050781
242	0.4710439236
243	0.4709707465
244	0.4709009115
245	0.4708202691
246	0.4707625
247	0.4707120226
248	0.4706503038
249	0.4705944878
250	0.4705171007
251	0.4704695313
252	0.4704268663
253	0.470375434
254	0.4703101562
255	0.4702536024
256	0.4701950955
257	0.4701483073
258	0.4701013021
259	0.4700520399
260	0.469988151
261	0.4699417101
262	0.4698859809
263	0.4698233507
264	0.4697670573
265	0.4697292969
266	0.4696838108
267	0.4696235677
268	0.4695612847
269	0.4695117622
270	0.4694598958
271	0.4694032118
272	0.4693498698
273	0.4692966146
274	0.4692388455
275	0.4691932292
276	0.4691377604
277	0.4690917969
278	0.4690417535
279	0.4689988281
280	0.4689601562
281	0.4688882812
282	0.4688389757
283	0.4688126302
284	0.4687511285
285	0.4686998264
286	0.4686512587
287	0.4686017795
288	0.4685736979
289	0.4685309896
290	0.4684955729
291	0.4684460938
292	0.4684072917
293	0.4683515191
294	0.4683197917
295	0.4682693142
296	0.4682331597
297	0.4681871094
298	0.4681395399
299	0.468097092
300	0.4680575521
301	0.4680193142
302	0.4679760417
303	0.4679441406
304	0.4679131076
305	0.4678792969
306	0.4678422743
307	0.46780625
308	0.4677760417
309	0.4677336806
310	0.4676964844
311	0.467652691
312	0.4675950087
313	0.4675398438
314	0.4675120226
315	0.4674698351
316	0.4674282986
317	0.4673936632
318	0.4673635851
319	0.4673424913
320	0.4673169705
321	0.467274566
322	0.4672292535
323	0.4671892361
324	0.4671510417
325	0.467121875
326	0.4670914063
327	0.4670548611
328	0.4670254774
329	0.4669954427
330	0.4669578125
331	0.4669398872
332	0.4669116319
333	0.466868967
334	0.4668217014
335	0.4667860677
336	0.4667621528
337	0.4667265625
338	0.4667042969
339	0.4666710937
340	0.4666425347
341	0.4666025608
342	0.4665709635
343	0.4665424479
344	0.4665071181
345	0.4664666233
346	0.4664332465
347	0.4663956597
348	0.4663611111
349	0.4663181858
350	0.4662900608
351	0.4662561198
352	0.4662289063
353	0.4661934896
354	0.4661513021
355	0.4661226128
356	0.4660991319
357	0.4660676649
358	0.4660494792
359	0.466018099
360	0.4659998264
361	0.4659593316
362	0.4659280382
363	0.4658980035
364	0.4658657552
365	0.4658383681
366	0.4658077691
367	0.4657734809
368	0.4657427083
369	0.4657135851
370	0.4656910156
371	0.4656660156
372	0.4656230903
373	0.4655956163
374	0.4655646267
375	0.4655335937
376	0.4654915799
377	0.4654654514
378	0.4654356771
379	0.4654018229
380	0.4653580729
381	0.465321875
382	0.4653029948
383	0.4652741319
384	0.4652450087
385	0.4652187934
386	0.4651941406
387	0.4651704861
388	0.4651487847
389	0.4651247396
390	0.4651067708
391	0.4650915799
392	0.4650611111
393	0.4650434462
394	0.465008941
395	0.464975
396	0.4649548611
397	0.4649188802
398	0.464896875
399	0.4648625
400	0.4648407552
401	0.4648164497
402	0.4647777344
403	0.4647583333
404	0.4647398437
405	0.4647147569
406	0.4646898437
407	0.4646592882
408	0.4646378472
409	0.4646116319
410	0.4645902344
411	0.4645570312
412	0.4645182726
413	0.4644802517
414	0.4644557726
415	0.4644269097
416	0.4644145399
417	0.464397092
418	0.464371441
419	0.4643474826
420	0.4643206163
421	0.4642828559
422	0.4642491319
423	0.4642233073
424	0.4641995226
425	0.464159158
426	0.464141059
427	0.4641222656
428	0.464093099
429	0.4640695747
430	0.4640517795
431	0.4640263455
432	0.4640010851
433	0.4639724392
434	0.4639453125
435	0.4639083333
436	0.4638772569
437	0.4638539063
438	0.4638420573
439	0.463821224
440	0.4637980469
441	0.4637714844
442	0.4637447917
443	0.4637054253
444	0.4636822483
445	0.4636610243
446	0.4636359375
447	0.4636067274
448	0.4635659722
449	0.4635453993
450	0.4635219184
451	0.4634980035
452	0.4634619358
453	0.4634382812
454	0.4634076389
455	0.4633764757
456	0.4633451389
457	0.4632989583
458	0.4632813368
459	0.4632498698
460	0.4632146267
461	0.4631961806
462	0.4631581597
463	0.4631272135
464	0.4631082031
465	0.4630857639
466	0.4630690538
467	0.463060026
468	0.4630332899
469	0.4630183594
470	0.4629977865
471	0.4629762587
472	0.4629545139
473	0.4629328559
474	0.4629148872
475	0.4629012587
476	0.4628755208
477	0.4628599826
478	0.4628509115
479	0.4628366753
480	0.4628157986
481	0.462799349
482	0.4627857639
483	0.46275625
484	0.4627211806
485	0.4627065538
486	0.4626907552
487	0.462675434
488	0.462638151
489	0.4626267795
490	0.4625949653
491	0.4625769531
492	0.4625631076
493	0.4625311632
494	0.4625176649
495	0.4624813368
496	0.4624567708
497	0.4624479601
498	0.4624269097
499	0.4624080729
500	0.4623868924
501	0.4623721788
502	0.4623494792
503	0.4623174045
504	0.4622989149
505	0.4622794705
506	0.4622516493
507	0.4622325087
508	0.4622094618
509	0.4621855469
510	0.4621561632
511	0.4621424913
512	0.4621233941
513	0.4621021701
514	0.4620832465
515	0.4620631944
516	0.4620444444
517	0.462025217
518	0.4620078993
519	0.4619762587
520	0.4619444878
521	0.4619163628
522	0.4619030382
523	0.4618891493
524	0.461862717
525	0.4618495226
526	0.4618345486
527	0.4618035156
528	0.4617813802
529	0.4617644097
530	0.4617517361
531	0.461727908
532	0.4616946181
533	0.4616733507
534	0.4616590278
535	0.4616414497
536	0.4616218316
537	0.4615968316
538	0.4615868924
539	0.4615740885
540	0.4615361111
541	0.4615147135
542	0.4614938368
543	0.4614782986
544	0.4614460938
545	0.4614288194
546	0.4614131076
547	0.4614042969
548	0.4613862413
549	0.4613661024
550	0.4613375
551	0.4613284288
552	0.4613070312
553	0.4612855469
554	0.4612618924
555	0.461230599
556	0.4612109809
557	0.4611937934
558	0.4611798177
559	0.4611541233
560	0.461134158
561	0.4611172743
562	0.4610999132
563	0.4610710069
564	0.461043316
565	0.4610238281
566	0.4610047309
567	0.4609830729
568	0.4609646267
569	0.4609523872
570	0.4609259983
571	0.4609081597
572	0.4608759983
573	0.4608605469
574	0.4608411024
575	0.4608157552
576	0.4608001736
577	0.4607805122
578	0.4607583333
579	0.4607415365
580	0.4607179687
581	0.4606974392
582	0.4606829427
583	0.4606738281
584	0.460656901
585	0.4606365017
586	0.4606200087
587	0.4605983941
588	0.4605692708
589	0.4605379774
590	0.4605197049
591	0.4604943576
592	0.4604772135
593	0.4604618924
594	0.4604448785
595	0.4604233073
596	0.4604036024
597	0.4603737847
598	0.4603513021
599	0.4603431858
600	0.4603265625
601	0.4603052083
602	0.4602838108
603	0.4602720052
604	0.4602516927
605	0.4602345486
606	0.4602056424
607	0.4601884983
608	0.4601746094
609	0.4601543837
610	0.4601447483
611	0.4601285156
612	0.4601014323
613	0.4600898003
614	0.4600778646
615	0.4600592014
616	0.4600438368
617	0.4600246094
618	0.4600125868
619	0.4599868056
620	0.4599614583
621	0.4599443142
622	0.4599247396
623	0.4599110243
624	0.4598950087
625	0.4598844184
626	0.4598695747
627	0.4598472656
628	0.4598325521
629	0.4598010417
630	0.4597753472
631	0.459762066
632	0.4597352865
633	0.4597182726
634	0.459706467
635	0.4596740451
636	0.4596499132
637	0.4596361979
638	0.4596145833
639	0.4595878906
640	0.4595624132
641	0.4595359375
642	0.4595108941
643	0.4594880642
644	0.459474566
645	0.459462283
646	0.4594450521
647	0.4594273437
648	0.4594115885
649	0.4593930122
650	0.4593675781
651	0.4593438368
652	0.4593224826
653	0.4593110677
654	0.4592967882
655	0.4592750434
656	0.4592607205
657	0.4592257813
658	0.4592020399
659	0.4591858507
660	0.4591697917
661	0.4591523003
662	0.4591427517
663	0.4591181424
664	0.4590973958
665	0.4590883247
666	0.4590708767
667	0.4590477431
668	0.4590292101
669	0.4590144965
670	0.4590046441
671	0.458991059
672	0.4589644097
673	0.4589460938
674	0.4589362847
675	0.458906684
676	0.45889375
677	0.4588730469
678	0.4588455729
679	0.4588211806
680	0.4588052951
681	0.4587933594
682	0.4587821615
683	0.4587649306
684	0.4587465278
685	0.4587145833
686	0.4586999566
687	0.458681033
688	0.4586617188
689	0.4586346354
690	0.4586224392
691	0.4585901476
692	0.4585677517
693	0.4585563368
694	0.4585352431
695	0.4585193576
696	0.4585042101
697	0.4584972222
698	0.4584858073
699	0.4584648872
700	0.4584404948
701	0.4584286024
702	0.4584148003
703	0.4583989583
704	0.4583779948
705	0.4583574219
706	0.4583453559
707	0.4583342882
708	0.458312934
709	0.4582970486
710	0.4582860677
711	0.4582625434
712	0.4582532118
713	0.4582334201
714	0.4582120226
715	0.4582029514
716	0.4581917535
717	0.4581829427
718	0.4581705295
719	0.4581550781
720	0.4581393663
721	0.4581280382
722	0.4580999132
723	0.4580891927
724	0.4580621962
725	0.458053776
726	0.4580296007
727	0.458014974
728	0.4580048177
729	0.4579790799
730	0.4579576823
731	0.4579331163
732	0.4579238715
733	0.4579145833
734	0.4578980035
735	0.4578838108
736	0.4578686198
737	0.4578607205
738	0.4578383247
739	0.4578233073
740	0.4578047309
741	0.4577889757
742	0.4577659722
743	0.4577569444
744	0.4577425347
745	0.4577330729
746	0.4577119792
747	0.4576871528
748	0.4576744792
749	0.4576609375
750	0.4576498264
751	0.4576237413
752	0.4576056858
753	0.4575852865
754	0.4575588976
755	0.4575450087
756	0.4575302083
757	0.4575172743
758	0.4575044271
759	0.457486849
760	0.457475434
761	0.457465191
762	0.4574553819
763	0.4574458333
764	0.4574331163
765	0.4574187934
766	0.4574074653
767	0.4574007812
768	0.4573886285
769	0.4573730903
770	0.4573494358
771	0.4573338108
772	0.4573167969
773	0.4572974826
774	0.4572874566
775	0.4572728733
776	0.4572611545
777	0.4572512153
778	0.4572367187
779	0.4572173177
780	0.4572036458
781	0.4571864583
782	0.4571710069
783	0.4571406684
784	0.4571259115
785	0.4571065538
786	0.4570952691
787	0.4570770833
788	0.4570646701
789	0.4570491753
790	0.4570257378
791	0.4570103299
792	0.4569840278
793	0.4569632813
794	0.4569480903
795	0.456925217
796	0.456909158
797	0.4568872396
798	0.4568651042
799	0.4568572483
800	0.4568480469
801	0.4568231337
802	0.4567999566
803	0.4567813368
804	0.4567687934
805	0.456752908
806	0.4567385417
807	0.456727691
808	0.4567051215
809	0.4566943142
810	0.4566765191
811	0.4566628038
812	0.4566374132
813	0.4566190104
814	0.456609375
815	0.4565991319
816	0.4565864583
817	0.4565779948
818	0.456563151
819	0.456549783
820	0.4565357639
821	0.4565119358
822	0.4565013889
823	0.4564783854
824	0.4564594184
825	0.4564367188
826	0.4564229167
827	0.4564063368
828	0.4563911458
829	0.4563813802
830	0.4563598524
831	0.4563460503
832	0.4563284722
833	0.4563107639
834	0.4562999132
835	0.4562825955
836	0.4562663194
837	0.4562449653
838	0.4562347222
839	0.4562099826
840	0.4561931424
841	0.4561785156
842	0.4561681424
843	0.4561539931
844	0.4561421875
845	0.4561266059
846	0.456109375
847	0.4560930556
848	0.4560713976
849	0.4560628906
850	0.4560495226
851	0.4560394965
852	0.4560154948
853	0.4559998698
854	0.455991059
855	0.4559733507
856	0.455959375
857	0.4559404514
858	0.455919184
859	0.4559019531
860	0.4558824219
861	0.455871441
862	0.4558530382
863	0.455837283
864	0.4558283854
865	0.455810026
866	0.455794401
867	0.4557823785
868	0.4557677083
869	0.4557493924
870	0.45573125
871	0.455715191
872	0.45570625
873	0.4556945312
874	0.4556815104
875	0.4556664497
876	0.4556461806
877	0.4556338542
878	0.455612066
879	0.4555982639
880	0.4555873698
881	0.455572092
882	0.455556684
883	0.4555311632
884	0.4555159288
885	0.4555046875
886	0.455490408
887	0.4554848958
888	0.4554744792
889	0.4554504774
890	0.4554289062
891	0.4554156684
892	0.4554013455
893	0.4553897135
894	0.4553732639
895	0.4553554253
896	0.4553471354
897	0.4553275174
898	0.4553125868
899	0.4552876736
900	0.4552703559
901	0.4552572917
902	0.4552369792
903	0.4552200955
904	0.4552078125
905	0.4551866319
906	0.4551637587
907	0.4551524306
908	0.4551414497
909	0.4551270399
910	0.4551143229
911	0.4550977865
912	0.4550759549
913	0.4550598958
914	0.4550478733
915	0.4550281684
916	0.4550166233
917	0.4549937934
918	0.4549779514
919	0.4549691406
920	0.4549519965
921	0.4549429688
922	0.4549298611
923	0.4549185764
924	0.4549043837
925	0.4548887153
926	0.454872309
927	0.4548628038
928	0.454833724
929	0.4548189236
930	0.4547989583
931	0.4547861545
932	0.454778125
933	0.4547547309
934	0.4547419271
935	0.4547314236
936	0.4547190104
937	0.4547119792
938	0.454700434
939	0.4546800781
940	0.4546657552
941	0.4546554688
942	0.4546274306
943	0.454606684
944	0.4545804688
945	0.4545607639
946	0.4545500868
947	0.4545393229
948	0.4545218316
949	0.4545042969
950	0.4544947483
951	0.4544816406
952	0.4544592448
953	0.454441276
954	0.4544286892
955	0.4544158854
956	0.454406684
957	0.4543922309
958	0.4543784722
959	0.4543596788
960	0.4543463976
961	0.4543273438
962	0.4543168403
963	0.4543100694
964	0.4542882812
965	0.4542753472
966	0.4542630208
967	0.4542511719
968	0.4542402344
969	0.454224349
970	0.4542195312
971	0.4542018229
972	0.4541790799
973	0.4541552517
974	0.4541394965
975	0.4541248698
976	0.4541120226
977	0.4540998698
978	0.4540835503
979	0.4540700087
980	0.4540613281
981	0.4540515625
982	0.4540397569
983	0.4540184896
984	0.4540100694
985	0.4539989149
986	0.4539892795
987	0.4539753472
988	0.45396875
989	0.4539589844
990	0.4539390625
991	0.4539154948
992	0.4539014757
993	0.4538894965
994	0.4538702257
995	0.4538599826
996	0.4538392361
997	0.4538199219
998	0.4538099826
999	0.4537892795
